CDG,Paris,Charles-De-Gaulle
ORY,Paris,Orly
BSL,Bale,EuroAirport-Basel-Mulhouse-Freiburg
LYS,Lyon,Lyon-Saint-Exupéry
NCE,Nice,Nice-Côte-d'Azur
PRG,Prague,Prague-Václav-Havel
FCO,Rome,L'aéroport-international-Léonard-de-Vinci
